"Site","SiteName","VEGID","Type","LAT","LONG","ALTITUDE","Aspect","Slope","Description","Understory","Moss","H2O","Edge","habitat","edgedist","edgetype","pforest.","sforest.","natdist.","pasture.","coffee.","note","Area_Basal","Group_cover","Subcanopy","Sitio","HabitatSitio","Fecha","Hora","Cielo","Viento","Rio","Sequence","Especies","Abundancia","Replica"
1,"El Plan de Tule #1","1","F","15.22879237","-87.44550713","879.00",114,"M","Forest > 100m in all directions. Canopy cover is minimal. Mature trees are mostly pine. Moderate slope. Some grazing along paths but other areas largely intact.","P","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",10,13,6,"1","1F","03/31/2016","07:25",0,2,0,"G/B/M","ICTCHR",1,"1"
1,"El Plan de Tule #1","1","F","15.22879237","-87.44550713","879.00",114,"M","Forest > 100m in all directions. Canopy cover is minimal. Mature trees are mostly pine. Moderate slope. Some grazing along paths but other areas largely intact.","P","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",10,13,6,"1","1F","03/31/2016","07:25",0,2,0,"G/B/M","DIVDIV",1,"1"
1,"El Plan de Tule #1","1","F","15.22879237","-87.44550713","879.00",114,"M","Forest > 100m in all directions. Canopy cover is minimal. Mature trees are mostly pine. Moderate slope. Some grazing along paths but other areas largely intact.","P","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",10,13,6,"1","1F","03/31/2016","07:25",0,2,0,"G/B/M","MELFOR",1,"1"
1,"El Plan de Tule #1","1","F","15.22879237","-87.44550713","879.00",114,"M","Forest > 100m in all directions. Canopy cover is minimal. Mature trees are mostly pine. Moderate slope. Some grazing along paths but other areas largely intact.","P","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",10,13,6,"1","1F","03/31/2016","07:25",0,2,0,"G/B/M","PSIMOR",1,"1"
1,"El Plan de Tule #1","1","F","15.22879237","-87.44550713","879.00",114,"M","Forest > 100m in all directions. Canopy cover is minimal. Mature trees are mostly pine. Moderate slope. Some grazing along paths but other areas largely intact.","P","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",10,13,6,"1","1F","03/19/2016","08:15",0,1,0,"B/G/M","AMACYC*",1,"2"
1,"El Plan de Tule #1","1","F","15.22879237","-87.44550713","879.00",114,"M","Forest > 100m in all directions. Canopy cover is minimal. Mature trees are mostly pine. Moderate slope. Some grazing along paths but other areas largely intact.","P","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",10,13,6,"1","1F","03/19/2016","08:15",0,1,0,"B/G/M","FALSPA",1,"2"
1,"El Plan de Tule #1","1","F","15.22879237","-87.44550713","879.00",114,"M","Forest > 100m in all directions. Canopy cover is minimal. Mature trees are mostly pine. Moderate slope. Some grazing along paths but other areas largely intact.","P","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",10,13,6,"1","1F","03/19/2016","08:15",0,1,0,"B/G/M","GLABRA",1,"2"
1,"El Plan de Tule #1","1","F","15.22879237","-87.44550713","879.00",114,"M","Forest > 100m in all directions. Canopy cover is minimal. Mature trees are mostly pine. Moderate slope. Some grazing along paths but other areas largely intact.","P","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",10,13,6,"1","1F","03/19/2016","08:15",0,1,0,"B/G/M","CYCGUJ",1,"2"
1,"El Plan de Tule #1","1","F","15.22879237","-87.44550713","879.00",114,"M","Forest > 100m in all directions. Canopy cover is minimal. Mature trees are mostly pine. Moderate slope. Some grazing along paths but other areas largely intact.","P","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",10,13,6,"1","1F","03/19/2016","08:15",0,1,0,"B/G/M","CORATR",2,"2"
1,"El Plan de Tule #1","1","F","15.22879237","-87.44550713","879.00",114,"M","Forest > 100m in all directions. Canopy cover is minimal. Mature trees are mostly pine. Moderate slope. Some grazing along paths but other areas largely intact.","P","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",10,13,6,"1","1F","03/19/2016","08:15",0,1,0,"B/G/M","CAEAUR*",4,"2"
1,"El Plan de Tule #1","1","F","15.22879237","-87.44550713","879.00",114,"M","Forest > 100m in all directions. Canopy cover is minimal. Mature trees are mostly pine. Moderate slope. Some grazing along paths but other areas largely intact.","P","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",10,13,6,"1","1F","03/31/2016","07:25",0,2,0,"G/B/M","SALATR",1,"3"
1,"El Plan de Tule #1","1","F","15.22879237","-87.44550713","879.00",114,"M","Forest > 100m in all directions. Canopy cover is minimal. Mature trees are mostly pine. Moderate slope. Some grazing along paths but other areas largely intact.","P","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",10,13,6,"1","1F","03/31/2016","07:25",0,2,0,"G/B/M","ICTCHR",1,"3"
1,"El Plan de Tule #1","1","F","15.22879237","-87.44550713","879.00",114,"M","Forest > 100m in all directions. Canopy cover is minimal. Mature trees are mostly pine. Moderate slope. Some grazing along paths but other areas largely intact.","P","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",10,13,6,"1","1F","03/31/2016","07:25",0,2,0,"G/B/M","DIVDIV",1,"3"
1,"El Plan de Tule #1","1","F","15.22879237","-87.44550713","879.00",114,"M","Forest > 100m in all directions. Canopy cover is minimal. Mature trees are mostly pine. Moderate slope. Some grazing along paths but other areas largely intact.","P","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",10,13,6,"1","1F","03/31/2016","07:25",0,2,0,"G/B/M","MELFOR",1,"3"
1,"El Plan de Tule #1","1","F","15.22879237","-87.44550713","879.00",114,"M","Forest > 100m in all directions. Canopy cover is minimal. Mature trees are mostly pine. Moderate slope. Some grazing along paths but other areas largely intact.","P","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",10,13,6,"1","1F","03/31/2016","07:25",0,2,0,"G/B/M","PSIMOR",1,"3"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","VERPIN",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","PSAMON",3,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","TOLSUL",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","MELAUR",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","TURGRA",4,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","EMPFLT*",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","QUIMEX",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","DIVDIV",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","MNIVAR",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","ICTGAL",2,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","PITSUL",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","AMACYC*",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","PIRRUB",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","SETPEN",3,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","SETVIR",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","VIRFLF*",2,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","EUPHIR",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","OREPER",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/31/2016","12:00",0,2,0,"G/B/M","SETPEN",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/31/2016","12:00",0,2,0,"G/B/M","PITSUL",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/31/2016","12:00",0,2,0,"G/B/M","AMACYC*",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/31/2016","12:00",0,2,0,"G/B/M","DIVDIV",2,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/31/2016","12:00",0,2,0,"G/B/M","MELAUR",2,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/31/2016","12:00",0,2,0,"G/B/M","TURGRA",3,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/31/2016","12:00",0,2,0,"G/B/M","SETRUT",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/31/2016","12:00",0,2,0,"G/B/M","SETMAG",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/31/2016","12:00",0,2,0,"G/B/M","SETVIR",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/31/2016","12:00",0,2,0,"G/B/M","CORATR",2,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/31/2016","12:00",0,2,0,"G/B/M","LEPSOU",2,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/31/2016","12:00",0,2,0,"G/B/M","GLABRA",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/31/2016","12:00",0,2,0,"G/B/M","TOLSUL",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/31/2016","12:00",0,2,0,"G/B/M","TITSEM",2,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/31/2016","12:00",0,2,0,"G/B/M","EUPHIR",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/31/2016","12:00",0,2,0,"G/B/M","ICTGAL",1,"1"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","VERPIN",1,"2"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","PSAMON",3,"2"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","TOLSUL",1,"2"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","MELAUR",1,"2"
3,"Norma Café","3P","C","15.18725292","-87.47303490","825.00",280,"F","Flat coffee plot not well maintained.  Some coffee within 50m is maintained but not at point and to area north.  Surrfounded by fields, forest adjacent to NE. Aprox age 15 years","I","FALSO","VERDADERO","VERDADERO","AF",90,"PASTURE",0,0,0,6,94,"",7.8,19,1,"3","3C","03/17/2016","11:25",0,1,0,"B/G/M","TURGRA",4,"2"
